,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Treehouse,Richmond,"Trailside Treehouse - Riverside in Richmond, VA",8,2,No,4,1,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,4.99,366,267,https://www.airbnb.com/rooms/20724950?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
11,Entire cabin,Stanardsville,Chestnut Hills Cottage,2,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.96,73,159,https://www.airbnb.com/rooms/23667731?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
12,Hotel room,Bedford,"Graham Ordinary: 1700's Lodge, Stunning Views",2,1,No,1,1,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,4.99,143,119,https://www.airbnb.com/rooms/21264943?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
13,Entire house,Appomattox,"Bella Vista ~ Relax, be refreshed and renewed!",6,2,No,2,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,5.0,45,225,https://www.airbnb.com/rooms/40132854?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
14,Entire cabin,Rileyville,Serenity - secluded cabin in the woods,5,2,No,3,1,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,5.0,8,185,https://www.airbnb.com/rooms/45079150?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
15,Tipi,Lynchburg,Upscale Camping in Authentic Tipi - Spirit Lodge,2,NaN,Yes,1,1,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,4.74,333,70,https://www.airbnb.com/rooms/15357407?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
16,Entire cabin,Rileyville,"MountainTop w/Hot Tub, Stunning Views (near Luray)",8,3,No,3,2,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.63,164,206,https://www.airbnb.com/rooms/10938295?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
17,Farm stay,Laurel Fork,Camping Cabin on the Blue Ridge Parkway,2,NaN,Yes,2,1,No,No,No,No,No,No,Yes,Yes,No,No,No,No,4.77,129,47,https://www.airbnb.com/rooms/28054032?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
18,Entire cottage,Mount Crawford,The Milk Parlor at Cross Keys,3,1,No,2,1,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,5.0,128,100,https://www.airbnb.com/rooms/32984668?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
19,Entire cottage,Fancy Gap,"Blue Ridge Parkway at Fancy Gap, 80 Mile View",4,1,No,2,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.91,93,69,https://www.airbnb.com/rooms/25629860?previous_page_section_name=1000&federated_search_id=78a690f2-c38e-4a95-ad6e-66508338d596
